eartag,species,date,dpi,barn,innoc,barni,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest,isolation1_dpbs,i1o,i1n,i1r
110,Bovine,17/12/2020,21,1,1,1a,0.072,0.8,Neg,0.353,50.89,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,17/12/2020,21,1,1,1a,0.063,-0.8,Neg,0.064,-0.62,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,17/12/2020,21,1,1,1a,0.079,2.05,Neg,0.264,35.03,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,17/12/2020,21,1,0,1b,0.069,0.27,Neg,0.062,-0.98,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,17/12/2020,21,1,0,1b,0.064,-0.62,Neg,0.053,-2.58,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,17/12/2020,21,1,0,1b,0.067,-0.09,Neg,0.058,-1.69,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,17/12/2020,21,1,0,1b,0.055,-2.23,Neg,0.055,-2.23,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,17/12/2020,21,4,1,4a,0.058,-1.69,Neg,0.329,46.61,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,17/12/2020,21,4,1,4a,0.063,-0.8,Neg,0.218,26.83,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,17/12/2020,21,4,1,4a,0.067,-0.09,Neg,0.056,-2.05,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,17/12/2020,21,4,1,4a,0.071,0.62,Neg,0.118,9,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,17/12/2020,21,4,0,4b,0.061,-1.16,Neg,0.06,-1.34,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,17/12/2020,21,4,0,4b,0.072,0.8,Neg,0.058,-1.69,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,17/12/2020,21,4,0,4b,0.063,-0.8,Neg,0.056,-2.05,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,17/12/2020,21,4,0,4b,NA,NA,NA,NA,NA,NA,died?,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,17/12/2020,21,6,1,6a,0.06,-1.34,Neg,0.053,-2.58,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,17/12/2020,21,6,1,6a,0.052,-2.76,Neg,0.093,4.55,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,17/12/2020,21,6,1,6a,0.059,-1.52,Neg,0.721,116.49,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,17/12/2020,21,6,1,6a,0.622,98.84,Pos,0.12,9.36,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,17/12/2020,21,6,0,6b,0.055,-2.23,Neg,0.056,-2.05,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,17/12/2020,21,6,0,6b,0.073,0.98,Neg,0.073,0.98,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,17/12/2020,21,6,0,6b,0.067,-0.09,Neg,0.071,0.62,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,17/12/2020,21,6,0,6b,0.056,-2.05,Neg,0.06,-1.34,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,17/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,17/12/2020,21,5,0,5b,0.098,5.44,Neg,0.098,5.44,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,17/12/2020,21,5,0,5b,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,17/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
99,Bovine,24/12/2020,28,1,1,1a,0.081,1.72,Neg,0.15,6.76,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,24/12/2020,28,1,1,1a,0.071,0.99,Neg,0.342,20.78,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,24/12/2020,28,1,1,1a,0.073,1.13,Neg,0.072,1.06,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,24/12/2020,28,1,1,1a,0.085,2.01,Neg,0.344,20.93,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,24/12/2020,28,1,0,1b,0.066,0.62,Neg,0.077,1.42,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,24/12/2020,28,1,0,1b,0.063,0.4,Neg,0.06,0.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,24/12/2020,28,1,0,1b,0.064,0.47,Neg,0.07,0.91,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,24/12/2020,28,1,0,1b,0.063,0.4,Neg,0.061,0.26,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,24/12/2020,28,4,1,4a,0.063,0.4,Neg,0.091,2.45,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,24/12/2020,28,4,1,4a,0.071,0.99,Neg,0.224,12.16,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,24/12/2020,28,4,1,4a,0.074,1.21,Neg,0.265,15.16,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,24/12/2020,28,4,1,4a,0.08,1.64,Neg,0.134,5.59,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,24/12/2020,28,4,0,4b,0.08,1.64,Neg,0.075,1.28,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,24/12/2020,28,4,0,4b,0.071,0.99,Neg,0.122,4.71,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,24/12/2020,28,4,0,4b,0.067,0.69,Neg,0.081,1.72,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,24/12/2020,28,4,0,4b,NA,NA,NA,NA,NA,NA,died?,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,24/12/2020,28,6,1,6a,0.063,0.4,Neg,0.065,0.55,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,24/12/2020,28,6,1,6a,0.066,0.62,Neg,0.101,3.18,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,24/12/2020,28,6,1,6a,0.071,0.99,Neg,0.58,38.17,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,24/12/2020,28,6,1,6a,0.106,3.54,Neg,0.149,6.68,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,24/12/2020,28,6,0,6b,0.079,1.57,Neg,0.071,0.99,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,24/12/2020,28,6,0,6b,0.075,1.28,Neg,0.088,2.23,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,24/12/2020,28,6,0,6b,0.074,1.21,Neg,0.083,1.86,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,24/12/2020,28,6,0,6b,0.062,0.33,Neg,0.07,0.91,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,24/12/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,24/12/2020,28,5,0,5b,0.083,1.86,Neg,0.143,6.25,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,24/12/2020,28,5,0,5b,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,24/12/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
99,Bovine,31/12/2020,35,1,1,1a,0.07,1.27,Neg,0.07,1.37,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,31/12/2020,35,1,1,1a,0.08,2.11,Neg,0.12,6.54,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,31/12/2020,35,1,1,1a,0.07,1.58,Neg,0.06,0.74,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,31/12/2020,35,1,1,1a,0.09,3.17,Neg,0.1,4.33,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,31/12/2020,35,1,0,1b,0.08,2.22,Neg,0.06,0.42,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,31/12/2020,35,1,0,1b,0.07,1.79,Neg,0.07,0.95,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,31/12/2020,35,1,0,1b,0.07,1.37,Neg,0.1,4.54,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,31/12/2020,35,1,0,1b,0.07,1.48,Neg,0.06,0.11,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,31/12/2020,35,4,1,4a,0.06,0.32,Neg,0.06,0.11,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,31/12/2020,35,4,1,4a,0.06,0.21,Neg,0.13,7.18,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,31/12/2020,35,4,1,4a,0.07,1.48,Neg,0.08,2.74,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,31/12/2020,35,4,1,4a,0.07,1.58,Neg,0.13,7.18,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,31/12/2020,35,4,0,4b,0.06,0.74,Neg,0.06,0.63,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,31/12/2020,35,4,0,4b,0.07,1.16,Neg,0.08,2.85,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,31/12/2020,35,4,0,4b,0.06,0.74,Neg,0.06,0,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,31/12/2020,35,4,0,4b,NA,NA,NA,NA,NA,NA,died?,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,31/12/2020,35,6,1,6a,0.06,0.63,Neg,0.06,0.74,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,31/12/2020,35,6,1,6a,0.06,0.11,Neg,0.1,4.01,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,31/12/2020,35,6,1,6a,0.06,0.21,Neg,0.17,12.35,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,31/12/2020,35,6,1,6a,0.08,2.85,Neg,0.09,3.59,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,31/12/2020,35,6,0,6b,0.06,0.74,Neg,0.07,1.48,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,31/12/2020,35,6,0,6b,0.07,1.37,Neg,0.07,0.84,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,31/12/2020,35,6,0,6b,0.07,1.16,Neg,0.07,1.27,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,31/12/2020,35,6,0,6b,0.07,0.84,Neg,0.07,1.06,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,31/12/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,31/12/2020,35,5,0,5b,0.06,0.32,Neg,0.08,2.11,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,31/12/2020,35,5,0,5b,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,31/12/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,died?,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
